id,width,height,initialFrame,finalFrame,numFrames,class,drivingDirection,traveledDistance,minXVelocity,maxXVelocity,meanXVelocity,minDHW,minTHW,minTTC,numLaneChanges
519,16.98,2.50,13666,14065,400,Truck,1,384.61,23.93,24.22,24.11,60.50,2.49,2331.61,0
520,4.55,2.02,13683,13965,283,Car,1,408.45,35.91,36.45,36.23,-1.00,-1.00,-1.00,0
521,6.16,2.43,13779,14078,300,Car,2,408.88,33.62,34.79,34.21,72.11,2.10,6.15,1
522,5.05,2.12,13800,14085,286,Car,1,407.62,35.46,36.10,35.78,164.54,4.59,2483.53,0
523,4.55,1.92,13838,14142,305,Car,1,407.40,33.12,33.80,33.51,49.42,1.48,-1.00,0
524,4.85,1.92,13846,14118,273,Car,2,406.12,36.51,37.74,37.34,54.75,1.48,20.33,0
525,16.88,2.50,13873,14277,405,Truck,1,403.38,24.75,25.24,24.98,174.93,6.97,155.30,0
526,16.67,2.50,13991,14415,425,Truck,2,404.98,23.24,24.12,23.89,326.93,13.84,374.28,0
527,6.97,2.50,14049,14464,416,Truck,1,402.76,24.09,24.44,24.27,169.36,6.93,-1.00,0
528,3.64,1.82,14069,14411,343,Car,2,407.27,29.29,30.01,29.79,331.77,11.32,-1.00,0
529,4.65,2.02,14111,14504,394,Car,1,406.61,24.40,27.18,25.88,33.74,1.37,16.04,0
530,16.78,2.50,14131,14563,433,Truck,2,406.15,23.02,24.07,23.51,116.53,5.06,-1.00,0
531,4.65,2.02,14142,14413,272,Car,1,407.05,37.20,37.76,37.57,403.16,10.72,89.84,0
532,4.95,2.02,14150,14554,405,Car,1,407.45,23.52,26.11,25.22,33.96,1.44,28.06,0
533,5.26,1.92,14168,14607,440,Car,2,408.12,22.84,24.46,23.25,29.32,1.28,282.93,0
534,4.85,1.82,14172,14483,312,Car,2,408.29,32.43,33.51,32.84,90.77,2.74,28.60,0
535,4.45,2.02,14175,14447,273,Car,1,405.88,37.05,37.61,37.32,44.42,1.19,-1.00,0
536,12.53,2.50,14219,14644,426,Truck,2,405.99,23.83,24.04,23.90,23.11,0.96,25.34,0
537,5.05,2.02,14292,14592,301,Car,1,397.97,33.01,33.44,33.18,52.96,1.60,7.34,0
538,4.95,2.02,14314,14583,270,Car,1,406.16,37.23,38.11,37.77,198.45,5.22,190.33,0
539,18.19,2.50,14359,14774,416,Truck,1,404.78,24.28,24.49,24.39,15.68,0.64,-1.00,0
540,4.35,1.92,14389,14697,309,Car,2,400.48,31.39,33.62,32.52,72.80,2.18,7.70,1
541,4.45,2.12,14397,14723,327,Car,1,399.15,30.33,30.82,30.62,121.47,4.00,-1.00,1
542,4.75,1.92,14490,14768,279,Car,1,408.57,36.30,37.35,36.77,61.31,1.68,10.48,0
543,4.45,2.02,14636,14944,309,Car,1,406.51,32.51,33.41,33.01,209.96,6.45,25.42,1
544,12.23,2.50,14641,15058,418,Truck,1,405.11,24.09,24.54,24.30,20.66,0.84,1539.74,0
545,5.05,2.02,14655,14993,339,Car,1,407.26,29.16,32.02,30.13,20.50,0.64,-1.00,1
546,4.75,1.92,14669,15016,348,Car,1,407.29,28.32,30.33,29.36,15.21,0.53,5.50,1
547,4.14,1.82,14677,15030,354,Car,2,407.92,28.48,29.48,28.91,-1.00,-1.00,-1.00,0
548,4.75,2.12,14721,15034,314,Car,1,404.97,30.31,33.39,32.35,17.92,0.58,8.27,0
549,4.75,2.02,14733,14979,247,Car,2,410.18,41.04,42.44,41.72,-1.00,-1.00,-1.00,0
550,4.35,2.02,14766,15069,304,Car,1,407.59,33.11,34.11,33.64,41.25,1.24,14.32,0
551,4.04,1.82,14792,15074,283,Car,2,408.25,35.50,36.87,36.21,92.23,2.60,-1.00,0
552,4.14,1.92,14799,15161,363,Car,1,408.16,27.87,28.45,28.20,109.57,3.90,28.53,0
553,16.78,2.50,14829,15283,455,Truck,2,408.01,22.05,22.91,22.48,157.10,7.12,-1.00,0
554,3.74,1.92,14836,15133,298,Car,1,405.98,33.17,34.57,34.19,23.27,0.68,4.11,1
555,16.78,2.50,14906,15370,465,Truck,2,408.54,21.67,23.13,22.02,51.24,2.36,-1.00,0
556,4.75,1.92,14910,15235,326,Car,1,406.36,28.92,32.57,31.27,83.39,2.77,25.21,0
557,4.75,2.12,14975,15195,221,Car,1,406.29,42.14,49.91,46.19,101.74,2.29,9.62,0
558,5.05,2.02,15006,15219,214,Car,1,408.41,44.58,49.72,47.96,37.76,0.83,11.48,0
559,4.65,2.02,15014,15311,298,Car,1,407.74,33.53,35.00,34.33,97.43,2.85,18.68,0
560,4.85,1.92,15038,15249,212,Car,1,403.46,45.95,49.36,47.82,50.05,1.07,26.30,0
561,4.95,1.92,15054,15318,265,Car,2,409.12,36.95,39.56,38.76,373.50,10.00,775.70,0
562,4.55,1.92,15055,15379,325,Car,2,402.41,29.87,32.51,31.06,26.47,0.83,3.77,1
563,3.94,1.82,15087,15351,265,Car,2,409.15,36.13,40.73,38.77,45.73,1.24,70.28,0
564,16.27,2.50,15135,15573,439,Truck,2,407.73,22.63,23.68,23.28,80.84,3.57,239.07,0
565,5.05,2.22,15150,15469,320,Car,1,405.73,31.39,32.20,31.82,180.95,5.62,-1.00,0
566,3.84,1.82,15158,15441,284,Car,2,407.87,35.55,36.42,36.05,78.84,2.17,19.75,0
567,3.74,1.72,15177,15456,280,Car,2,410.04,35.73,37.39,36.76,17.25,0.47,16.60,0
568,11.12,2.50,15204,15611,408,Truck,1,390.76,23.75,24.21,24.01,35.06,1.46,-1.00,0
569,4.35,2.02,15212,15491,280,Car,2,408.82,35.51,37.55,36.64,45.67,1.28,30.73,0
570,5.46,2.22,15245,15535,291,Car,1,405.09,34.72,35.19,34.94,86.35,2.48,26.29,1
571,16.78,2.50,15329,15767,439,Truck,2,408.29,22.84,23.73,23.31,37.11,1.58,-1.00,0
572,3.74,1.82,15348,15667,320,Car,2,408.66,30.67,33.70,32.04,193.39,6.30,-1.00,0
573,4.35,2.02,15376,15694,319,Car,2,401.90,30.16,33.26,31.62,29.87,0.99,-1.00,1
574,10.81,2.32,15390,15833,444,Car,2,409.78,23.00,23.56,23.14,46.19,2.00,1118.23,0
575,3.84,1.92,15415,15806,392,Car,1,405.82,25.65,26.46,25.96,182.41,7.06,80.88,0
576,16.88,2.50,15438,15889,452,Truck,2,408.07,21.82,23.24,22.62,25.79,1.18,-1.00,0
577,16.88,2.50,15507,15951,445,Truck,2,408.10,22.56,23.43,22.99,40.35,1.75,66.92,0
578,3.94,1.82,15631,15986,356,Car,1,407.29,28.44,29.06,28.69,201.61,7.03,66.51,0
579,6.47,2.63,15757,16055,299,Car,1,406.35,31.67,36.74,34.10,82.63,2.54,16.74,0
580,15.97,2.50,15764,16200,437,Truck,2,407.77,22.93,23.88,23.39,218.05,9.33,1187.46,0
581,4.24,1.82,15821,16119,299,Car,1,406.07,32.49,35.24,34.08,78.58,2.35,45.64,1
582,9.20,2.50,15821,16267,447,Truck,1,403.97,22.43,22.80,22.65,20.12,0.89,-1.00,0
583,4.95,2.02,15876,16142,267,Car,2,400.65,37.04,38.04,37.68,-1.00,-1.00,-1.00,0
584,8.19,2.50,15896,16349,454,Truck,1,405.92,22.20,22.50,22.40,61.03,2.74,-1.00,0
585,2.93,1.92,15903,16227,325,Car,1,398.90,30.23,30.97,30.77,-1.00,-1.00,-1.00,1
586,4.95,1.92,15925,16185,261,Car,2,407.66,36.89,41.55,39.22,15.49,0.39,3.38,1
587,4.75,1.82,15930,16161,232,Car,2,407.69,41.69,47.80,44.15,20.19,0.48,4.95,0
588,19.30,2.50,15945,16396,452,Truck,1,403.87,22.09,22.57,22.39,23.60,1.05,87.56,0
589,4.14,1.82,15956,16264,309,Car,1,407.94,32.37,33.63,33.13,39.02,1.20,17.78,0
590,5.46,2.32,16012,16286,275,Car,1,407.42,35.85,38.04,37.20,25.75,0.71,6.61,0
591,11.93,2.50,16042,16481,440,Truck,2,408.60,22.72,23.57,23.27,177.54,7.81,-1.00,0
592,6.06,2.53,16083,16426,344,Car,1,407.29,26.51,31.23,29.69,24.53,0.90,4.81,0
593,4.35,1.92,16084,16398,315,Car,2,409.78,32.18,33.14,32.64,251.88,7.82,-1.00,0
594,5.05,2.02,16095,16364,270,Car,1,408.79,37.24,38.68,38.02,111.12,2.98,67.47,0
595,9.80,2.50,16095,16532,438,Truck,2,408.45,22.94,23.94,23.38,38.58,1.64,474.16,0
596,4.75,2.22,16108,16404,297,Car,1,408.30,33.61,35.12,34.50,15.31,0.43,3.72,1
597,4.80,1.82,16148,16473,326,Car,2,408.06,30.57,31.75,31.40,76.63,2.50,-1.00,0
598,5.05,2.12,16279,16494,216,Car,2,401.23,40.97,48.69,46.68,37.17,0.87,3.29,0
599,16.98,2.50,16303,16738,436,Truck,1,403.90,22.99,23.35,23.22,251.40,10.77,-1.00,0
600,4.14,1.82,16341,16780,440,Car,1,406.71,22.65,23.65,23.17,33.79,1.47,106.29,0
601,16.88,2.50,16376,16816,441,Truck,1,404.83,22.88,23.40,23.01,12.22,0.53,22.85,0
602,5.26,2.02,16414,16638,225,Car,2,401.70,44.00,46.16,44.87,250.12,5.53,58.45,0
603,4.45,1.92,16420,16695,276,Car,1,408.33,36.68,37.66,37.14,-1.00,-1.00,-1.00,0
604,4.45,1.92,16441,16685,245,Car,2,408.39,40.97,42.50,41.87,253.92,6.08,14.28,0
605,4.04,1.92,16441,16717,277,Car,1,407.67,35.89,38.86,36.94,24.46,0.65,21.40,0
606,4.35,1.92,16442,16877,436,Car,1,407.31,23.20,23.54,23.42,52.64,2.25,94.33,0
607,4.35,1.92,16470,16783,314,Car,1,408.13,31.92,32.91,32.61,20.31,0.63,2.32,1
608,5.05,2.32,16531,16806,276,Car,1,407.83,35.62,38.92,37.09,27.80,0.77,2.35,1
609,3.74,1.82,16583,16822,240,Car,1,405.29,38.43,46.23,42.41,20.91,0.54,6.18,0
610,4.45,2.02,16777,17046,270,Car,1,406.80,37.31,38.25,37.82,249.59,6.56,17.21,0
611,12.23,2.50,16841,17245,405,Truck,1,406.13,24.88,25.32,25.14,24.80,0.98,-1.00,0
612,4.14,2.02,16845,17152,308,Car,1,405.17,31.98,33.58,33.00,119.90,3.61,-1.00,1
613,19.91,2.50,16893,17344,452,Truck,2,407.86,22.18,23.44,22.61,50.60,2.23,-1.00,0
614,4.75,2.02,16924,17229,306,Car,2,408.05,31.83,35.61,33.47,-1.00,-1.00,-1.00,1
615,16.78,2.50,16961,17389,429,Truck,2,407.59,23.41,24.19,23.82,25.02,1.06,20.76,0
616,4.35,2.02,17010,17320,311,Car,1,400.26,29.70,33.79,32.30,93.68,3.04,14.63,0
617,16.67,2.50,17011,17431,421,Truck,2,405.54,23.66,24.59,24.15,25.64,1.07,51.72,0
618,4.35,1.82,17050,17312,263,Car,1,396.91,37.57,38.38,37.90,16.95,0.45,2.96,1
619,4.75,1.92,17050,17332,283,Car,2,408.48,34.73,37.02,36.23,151.31,4.18,90.19,0
620,7.18,2.43,17082,17501,420,Car,2,408.34,23.76,24.86,24.37,60.45,2.46,89.27,0
621,3.94,1.82,17093,17380,288,Car,1,407.50,32.15,37.19,35.50,65.22,1.75,15.21,0
622,4.45,1.82,17099,17371,273,Car,2,409.25,37.24,38.69,37.63,55.81,1.46,32.86,0
623,4.85,2.02,17101,17327,227,Car,1,406.94,40.59,47.36,45.05,12.39,0.30,3.67,0
624,5.05,2.83,17134,17421,288,Car,1,406.13,35.11,35.69,35.40,51.92,1.48,17.47,0
625,12.23,2.50,17170,17603,434,Truck,2,407.61,22.36,24.73,23.54,71.74,3.20,-1.00,0
626,4.85,2.02,17182,17448,267,Car,2,409.14,38.28,38.77,38.47,113.66,2.94,131.19,0
627,16.88,2.50,17222,17672,451,Truck,2,407.86,21.95,23.80,22.67,29.01,1.32,-1.00,0
628,4.75,1.92,17253,17556,304,Car,2,386.04,28.94,33.40,31.84,81.26,2.80,-1.00,0
629,4.24,1.82,17254,17596,343,Car,2,409.57,28.76,31.25,29.96,20.34,0.70,-1.00,0
630,4.35,2.02,17349,17638,290,Car,1,407.31,35.07,35.41,35.26,-1.00,-1.00,-1.00,1
631,20.52,2.50,17367,17813,447,Truck,1,403.28,22.14,23.23,22.61,47.19,2.08,-1.00,0
632,4.45,1.92,17399,17681,283,Car,1,406.35,34.64,37.21,36.04,55.96,1.58,31.75,1
633,4.24,1.92,17400,17689,290,Car,2,410.63,33.52,36.54,35.54,130.64,3.60,26.22,0
634,4.95,1.92,17433,17720,288,Car,2,408.92,33.44,36.30,35.64,38.99,1.10,161.62,0
635,16.88,2.50,17436,17872,437,Truck,1,405.03,23.02,23.39,23.23,36.34,1.57,39.48,0
636,5.15,2.22,17457,17764,308,Car,2,409.44,30.92,35.14,33.36,26.86,0.87,-1.00,0
637,3.03,1.72,17475,17905,431,Car,1,406.06,23.25,24.02,23.62,28.29,1.20,43.36,0
638,4.75,2.22,17486,17824,339,Car,2,407.69,29.72,30.97,30.16,30.11,0.98,26.82,1
639,8.69,2.50,17503,17952,450,Truck,2,407.38,22.23,23.06,22.69,21.87,0.98,-1.00,0
640,4.65,1.82,17507,17819,313,Car,2,408.72,29.60,35.43,32.77,21.27,0.71,-1.00,0
641,4.95,2.02,17512,17732,221,Car,1,404.64,45.83,46.12,46.01,133.86,2.91,12.75,0
642,4.75,2.02,17526,17839,314,Car,2,408.38,30.09,34.83,32.64,17.77,0.59,166.41,0
643,12.23,2.50,17528,17930,403,Truck,1,387.95,23.32,24.41,24.14,27.56,1.16,27.81,0
644,4.65,2.02,17557,17870,314,Car,2,408.20,30.04,35.41,32.62,32.73,1.07,634.71,0
645,5.26,2.22,17584,17892,309,Car,2,407.57,30.87,35.56,33.10,24.67,0.73,44.03,0
646,16.78,2.50,17612,18062,451,Truck,1,403.59,22.30,22.58,22.43,63.51,2.81,-1.00,0
647,8.08,2.50,17636,18059,424,Truck,2,406.01,23.48,24.61,24.01,97.34,4.02,80.41,0
648,3.74,1.92,17644,17949,306,Car,1,399.56,32.63,32.91,32.78,241.44,7.33,-1.00,0
649,4.95,2.12,17663,17967,305,Car,1,397.17,32.22,33.15,32.67,17.91,0.55,45.00,0
650,16.67,2.50,17680,18119,440,Truck,1,383.85,21.73,22.29,21.87,44.31,1.98,-1.00,0
651,4.45,1.82,17720,18015,296,Car,2,408.79,33.63,35.70,34.66,167.56,4.83,194.78,0
652,10.41,2.50,17726,18191,466,Truck,1,404.20,21.14,22.17,21.74,30.39,1.38,182.13,0
653,4.65,2.02,17754,18030,277,Car,1,404.35,36.06,37.16,36.64,81.46,2.19,20.33,0
654,4.24,1.92,17827,18090,264,Car,1,396.79,37.04,38.68,37.75,92.31,2.47,39.76,0
655,4.65,1.92,17873,18158,286,Car,1,404.56,34.85,35.90,35.51,65.64,1.84,-1.00,0
656,4.14,1.82,17916,18177,262,Car,2,407.59,37.26,39.63,39.06,178.19,4.50,11.89,0
657,3.74,1.82,17942,18256,315,Car,1,407.19,32.28,32.58,32.44,96.96,2.99,-1.00,0
658,4.65,2.02,18001,18263,263,Car,2,406.51,38.59,39.06,38.81,128.04,3.31,88.86,1
659,3.94,1.92,18013,18353,341,Car,2,407.48,29.44,30.06,29.97,25.82,0.86,-1.00,0
660,5.15,2.02,18018,18257,240,Car,2,399.49,39.67,47.16,41.81,18.19,0.45,10.41,0
661,16.98,2.50,18036,18469,434,Truck,1,405.20,23.08,23.55,23.40,240.98,10.23,99.81,0
662,4.04,1.82,18037,18319,283,Car,2,401.69,33.39,36.46,35.63,23.25,0.69,5.84,2
663,4.35,2.02,18229,18540,312,Car,1,400.52,31.49,33.29,32.21,92.50,2.91,10.59,0
664,5.05,2.22,18267,18523,257,Car,1,405.97,39.43,39.85,39.67,-1.00,-1.00,-1.00,0
665,4.85,1.92,18316,18625,310,Car,2,409.28,31.88,33.83,33.13,356.71,11.08,164.38,0
666,4.45,2.02,18343,18661,319,Car,1,407.16,31.25,32.38,32.02,141.74,4.41,227.04,0
667,4.35,1.92,18379,18690,312,Car,2,400.48,31.87,32.53,32.22,75.35,2.36,-1.00,0
668,4.14,1.92,18521,18839,319,Car,1,407.07,30.81,32.57,32.01,23.56,0.73,206.64,0
669,4.55,2.02,18535,18796,262,Car,1,406.61,37.79,39.70,38.97,-1.00,-1.00,-1.00,1
670,4.45,2.02,18571,18996,426,Car,1,407.07,23.75,24.20,23.95,13.33,0.56,-1.00,0
671,13.44,2.50,18593,19047,455,Truck,2,407.18,22.06,22.81,22.43,261.41,11.85,-1.00,0
672,4.45,2.02,18615,18857,243,Car,1,396.44,40.63,41.52,40.98,112.47,2.74,49.75,0
673,14.35,2.50,18630,19083,454,Truck,2,406.74,22.25,22.61,22.45,16.28,0.72,70.44,0
674,17.38,2.50,18633,19058,426,Truck,1,405.83,23.68,24.04,23.88,40.42,1.68,387.00,0
675,4.24,2.02,18660,18970,311,Car,1,398.46,31.79,32.50,32.14,70.60,2.17,-1.00,1
676,8.08,2.50,18681,19129,449,Truck,2,406.35,22.06,23.16,22.69,32.38,1.42,39.52,0
677,9.90,2.50,18682,19096,415,Truck,1,404.80,23.66,24.69,24.45,27.63,1.15,40.39,0
678,4.55,2.22,18720,19015,296,Car,1,404.02,33.74,34.48,34.24,50.34,1.48,22.74,0
679,4.65,2.02,18749,19014,266,Car,2,400.73,36.51,40.31,37.83,-1.00,-1.00,-1.00,0
680,15.16,2.50,18751,19181,431,Truck,2,407.19,23.16,24.03,23.68,32.80,1.39,19.26,0
681,4.45,1.92,18778,19047,270,Car,1,406.63,37.25,38.89,37.80,43.99,1.16,10.79,0
682,4.55,2.02,18809,19081,273,Car,2,408.75,37.31,38.23,37.59,82.08,2.19,103.65,0
683,3.74,1.92,18834,19104,271,Car,2,408.62,37.12,38.30,37.86,30.94,0.81,35.11,0
684,4.65,1.92,18857,19159,303,Car,2,408.40,31.99,35.05,33.83,29.09,0.91,-1.00,0
685,4.85,2.02,18970,19251,282,Car,1,406.92,34.22,37.58,36.22,214.15,5.87,16.74,0
686,16.88,2.50,19038,19477,440,Truck,2,407.62,22.89,23.62,23.22,52.28,2.24,-1.00,0
687,4.55,1.92,19044,19360,317,Car,1,405.81,30.90,32.96,32.11,104.24,3.16,-1.00,0
688,4.95,2.02,19072,19368,297,Car,2,408.37,33.86,35.19,34.51,284.96,8.33,252.99,1
689,16.17,2.50,19125,19548,424,Truck,2,404.99,23.48,24.22,23.95,52.88,2.20,60.90,0
690,4.95,2.02,19180,19398,219,Car,2,408.30,45.13,49.29,46.86,88.71,1.90,7.46,0
691,4.45,1.92,19186,19530,345,Car,1,399.72,28.31,29.70,29.06,181.34,6.10,-1.00,0
692,4.65,2.02,19246,19547,302,Car,1,400.56,32.79,33.65,33.29,17.70,0.54,3.90,0
693,4.95,2.12,19269,19551,283,Car,1,407.73,35.95,36.48,36.17,-1.00,-1.00,-1.00,0
694,3.54,1.82,19290,19688,399,Car,1,407.40,25.38,25.99,25.60,54.95,2.11,-1.00,0
695,18.80,2.50,19322,19740,419,Truck,2,384.87,22.35,23.46,23.02,170.55,7.63,-1.00,0
696,4.45,2.12,19345,19517,173,Car,2,375.54,53.22,56.63,54.58,262.85,4.85,32.09,0
697,4.75,2.02,19350,19794,445,Car,2,408.08,22.48,23.43,22.99,21.48,0.94,119.56,0
698,4.14,1.82,19370,19689,320,Car,1,408.04,31.10,33.09,32.00,31.79,0.98,4.64,1
699,6.77,2.43,19384,19830,447,Car,2,408.76,22.04,23.22,22.92,23.88,1.06,211.04,0
700,3.74,1.82,19395,19715,321,Car,1,400.01,30.82,32.10,31.27,26.41,0.85,6.01,0
701,4.85,2.02,19409,19798,390,Car,2,409.58,22.23,30.20,26.33,16.26,0.66,11.51,1
702,4.55,2.02,19424,19612,189,Car,2,408.37,52.67,55.79,54.34,191.98,3.58,-1.00,0
703,4.65,1.92,19432,19786,355,Car,1,407.62,28.16,29.59,28.80,41.49,1.40,-1.00,0
704,3.54,1.72,19451,19816,366,Car,1,404.64,26.74,28.52,27.72,16.98,0.59,-1.00,0
705,4.35,1.92,19472,19794,323,Car,1,404.57,28.93,33.42,31.42,9.03,0.28,3.23,1
706,5.15,2.22,19485,19777,293,Car,1,403.93,33.69,35.75,34.60,115.50,3.42,39.79,0
707,4.95,2.12,19513,19868,356,Car,2,399.74,27.43,28.64,28.16,46.56,1.63,8.83,0
708,4.55,2.12,19517,19819,303,Car,1,406.83,32.14,35.54,33.70,26.90,0.81,8.88,0
709,17.48,2.50,19534,19951,418,Truck,1,404.38,22.97,24.66,24.25,8.00,0.32,-1.00,0
710,4.35,2.02,19559,19894,336,Car,1,406.62,27.34,32.46,30.36,54.50,1.68,29.37,1
711,4.45,1.92,19573,19876,304,Car,1,404.85,32.58,35.86,33.43,5.58,0.17,2.04,0
712,12.13,2.50,19576,19990,415,Truck,1,404.22,24.26,24.49,24.42,26.35,1.08,19.95,0
713,4.65,2.02,19588,19888,301,Car,1,404.68,32.26,34.50,33.74,10.26,0.30,9.28,0
714,4.55,2.02,19606,19911,306,Car,1,406.76,31.28,35.02,33.36,20.23,0.64,26.85,0
715,3.54,1.72,19632,19941,310,Car,2,409.26,32.71,33.52,33.13,84.22,2.55,18.82,1
716,3.54,1.92,19634,19987,354,Car,1,407.03,27.75,31.14,28.84,12.97,0.46,13.23,1
717,4.85,2.02,19649,19939,291,Car,1,377.08,29.53,35.88,32.52,18.69,0.61,24.17,0
718,11.72,2.50,19670,20079,410,Truck,2,407.94,24.28,25.35,24.94,28.90,1.14,-1.00,0
719,4.75,1.92,19691,19957,267,Car,2,408.63,37.78,39.44,38.43,46.20,1.22,10.34,0
720,6.06,2.63,19716,20067,352,Car,1,397.82,28.21,28.73,28.34,88.54,3.14,23.16,0
721,4.85,2.02,19723,20014,292,Car,2,399.64,34.05,34.62,34.35,43.53,1.27,-1.00,1
722,4.75,1.92,19779,20031,253,Car,2,409.16,39.76,41.95,40.61,30.48,0.74,4.33,0
723,4.24,1.92,19796,20088,293,Car,1,407.39,34.01,35.61,34.89,133.75,3.86,23.85,0
724,4.95,2.02,19816,20064,249,Car,2,408.05,39.16,43.17,41.17,51.53,1.21,75.30,0
725,18.90,2.50,19955,20369,415,Truck,1,405.12,24.34,24.57,24.47,251.89,10.25,-1.00,0
726,4.35,2.02,19989,20302,314,Car,2,408.25,31.88,33.23,32.63,276.79,8.68,-1.00,0
727,4.65,1.82,20014,20328,315,Car,2,408.31,31.39,32.91,32.52,27.51,0.87,130.22,0
728,19.10,2.50,20043,20456,414,Truck,2,405.95,23.96,25.14,24.58,351.06,14.61,-1.00,0
729,4.65,1.92,20125,20353,229,Car,2,400.63,40.34,45.04,43.95,43.33,1.03,4.67,0
730,7.07,2.63,20132,20485,354,Car,1,403.09,28.03,28.87,28.56,122.73,4.31,30.87,0
731,4.35,2.02,20145,20400,256,Car,1,405.94,39.53,40.07,39.83,-1.00,-1.00,-1.00,0
732,4.55,2.02,20148,20368,221,Car,2,398.92,43.98,46.45,45.35,23.87,0.52,4.44,0
733,4.35,2.02,20156,20430,275,Car,2,401.55,35.21,38.53,36.66,12.26,0.34,2.55,1
734,4.24,2.12,20175,20491,317,Car,1,405.63,31.67,32.55,32.11,36.26,1.12,10.24,1
735,4.65,2.02,20176,20401,226,Car,2,399.85,42.06,45.84,44.46,45.54,1.08,84.90,0
736,4.45,2.02,20255,20568,314,Car,1,405.46,31.53,33.73,32.40,100.88,3.18,27.13,0
737,4.35,2.12,20278,20536,259,Car,1,404.40,38.38,39.71,39.21,65.52,1.69,9.34,0
738,4.85,2.02,20315,20573,259,Car,1,405.16,37.11,40.44,39.28,49.42,1.26,52.14,0
739,4.75,2.02,20333,20677,345,Car,1,407.20,28.56,30.02,29.61,101.11,3.40,-1.00,0
740,4.95,2.02,20371,20629,259,Car,1,405.63,38.21,39.80,39.32,81.78,2.10,44.92,0
741,4.45,1.82,20399,20706,308,Car,2,407.81,31.70,34.53,33.22,349.12,11.01,-1.00,0
742,5.05,2.12,20400,20658,259,Car,1,399.14,37.85,39.12,38.70,41.48,1.09,102.89,0
743,9.20,2.50,20426,20863,438,Truck,2,406.80,22.84,23.64,23.28,16.92,0.73,-1.00,0
744,6.06,2.43,20431,20768,338,Car,2,408.69,30.01,30.69,30.33,34.43,1.14,-1.00,1
745,4.95,2.02,20433,20702,270,Car,1,407.57,37.49,38.15,37.90,45.38,1.21,-1.00,0
746,4.24,1.92,20458,20731,274,Car,1,407.46,36.34,38.12,37.33,32.75,0.87,94.84,0
747,4.04,1.82,20472,20910,439,Car,2,409.66,22.88,23.90,23.39,39.98,1.70,305.04,0
748,4.24,1.92,20477,20748,272,Car,1,406.56,36.03,38.30,37.52,20.82,0.57,17.78,0
749,9.10,2.50,20495,20913,419,Truck,1,404.72,23.74,24.53,24.22,30.91,1.27,-1.00,0
750,5.05,2.32,20503,20789,287,Car,1,406.19,35.18,35.93,35.52,34.61,0.96,22.50,1
751,5.05,2.22,20537,20959,423,Car,1,406.36,23.76,24.43,24.09,36.92,1.54,175.03,0
752,4.75,2.22,20544,20810,267,Car,1,407.44,35.46,40.61,38.32,54.69,1.50,21.97,0
753,4.24,2.02,20556,20950,395,Car,1,408.02,23.46,30.39,25.90,2.42,0.08,0.56,1
754,3.74,2.12,20587,20903,317,Car,1,406.15,31.61,32.80,32.15,56.31,1.71,-1.00,0
755,4.35,1.92,20598,20863,266,Car,2,401.29,36.42,39.21,37.87,243.31,6.46,77.73,0
756,3.94,1.92,20598,20997,400,Car,1,405.34,24.83,26.37,25.41,26.39,1.04,11.60,0
757,3.54,1.92,20622,20927,306,Car,1,407.08,32.72,34.70,33.38,27.68,0.84,20.71,0
758,5.36,2.22,20680,20975,296,Car,2,407.29,33.87,34.75,34.54,115.43,3.40,-1.00,0
759,15.16,2.50,20683,21116,434,Truck,2,407.79,22.89,23.98,23.55,178.49,7.63,-1.00,0
760,4.04,1.82,20724,20985,262,Car,1,405.12,35.03,42.63,38.82,45.90,1.28,6.79,0
761,5.05,2.02,20764,21047,284,Car,2,407.80,35.26,36.50,36.04,97.37,2.69,53.90,0
762,5.05,2.22,20768,21005,238,Car,1,404.34,37.96,45.37,42.68,26.28,0.68,7.06,0
763,4.35,2.12,20794,21077,284,Car,2,407.84,35.52,36.86,36.05,37.15,1.03,45.47,0
764,4.75,1.92,20870,21120,251,Car,1,405.13,38.32,41.36,40.53,190.93,4.66,12.13,0
765,4.55,1.92,20878,21105,228,Car,1,404.93,42.77,45.90,44.62,168.94,3.80,26.00,0
766,11.98,2.50,21004,21424,421,Truck,2,407.17,23.75,24.84,24.25,59.19,2.42,4489.89,0
767,4.35,1.82,21041,21319,279,Car,2,401.53,35.33,37.04,36.13,352.64,9.91,3342.32,1
768,12.03,2.50,21069,21484,416,Truck,2,406.80,23.95,25.00,24.51,47.96,1.93,240.82,0
769,7.28,2.50,21095,21523,429,Truck,1,405.03,23.33,23.91,23.66,38.94,1.63,-1.00,0
770,4.95,2.12,21130,21372,243,Car,1,404.78,41.20,42.29,41.85,-1.00,-1.00,-1.00,1
771,16.78,2.50,21248,21685,438,Truck,1,404.26,22.90,23.32,23.13,128.42,5.52,-1.00,0
772,4.75,2.12,21259,21522,264,Car,1,407.65,38.06,39.66,38.77,-1.00,-1.00,-1.00,0
773,11.93,2.50,21372,21792,421,Truck,1,405.16,23.35,24.43,24.12,88.91,3.72,69.63,0
774,5.05,2.32,21453,21732,280,Car,2,408.39,35.44,37.69,36.61,358.43,10.02,33.31,1
775,15.97,2.50,21471,21877,407,Truck,1,384.41,23.41,23.86,23.68,79.05,3.31,579.69,0
776,18.19,2.50,21504,21942,439,Truck,2,408.55,22.78,23.83,23.33,33.87,1.43,-1.00,0
777,4.35,1.92,21508,21785,278,Car,1,397.92,35.61,36.19,35.93,380.29,10.68,-1.00,0
